2,2,2,10,4760,10
2,2,3,28,22081,51
2,2,4,14,13556,31
4,2,2,63,202909,482
4,2,3,52,57960,135
4,2,4,36,29411,69
4,3,4,41,44788,99
4,3,3,10,10731,25
4,3,2,10,10495,23
4,4,2,15,14824,34
4,4,3,50,77731,183
4,4,4,37,47284,112
6,2,2,63,201879,472
6,2,3,54,171691,385
6,2,4,60,143652,341
6,3,2,62,226468,538
6,3,3,18,14693,33
6,3,4,55,161663,379
6,4,2,54,95999,227
6,4,3,61,123089,292
6,4,4,42,36780,87
